filepath,age_norm
blast/109387.jpg,0.13513513513513514
bacterial_leaf_blight/109428.jpg,0.7297297297297297
brown_spot/105846.jpg,0.2702702702702703
blast/104475.jpg,0.6756756756756757
bacterial_leaf_streak/102822.jpg,0.6216216216216216
bacterial_panicle_blight/104761.jpg,0.9459459459459459
downy_mildew/105029.jpg,0.2702702702702703
hispa/108142.jpg,0.6756756756756757
dead_heart/106541.jpg,0.8108108108108109
blast/108002.jpg,0.5945945945945946
brown_spot/107453.jpg,0.6756756756756757
brown_spot/101797.jpg,0.6756756756756757
bacterial_leaf_blight/109950.jpg,0.13513513513513514
blast/103452.jpg,0.8108108108108109
hispa/110198.jpg,0.40540540540540543
hispa/110059.jpg,0.6756756756756757
hispa/102165.jpg,0.6756756756756757
blast/105896.jpg,0.8108108108108109
normal/107257.jpg,0.40540540540540543
blast/107354.jpg,0.8108108108108109
dead_heart/109381.jpg,0.13513513513513514
dead_heart/102162.jpg,0.6756756756756757
bacterial_leaf_blight/107643.jpg,0.13513513513513514
tungro/101084.jpg,0.6756756756756757
normal/106996.jpg,0.40540540540540543
hispa/102869.jpg,0.5405405405405406
dead_heart/108176.jpg,0.6756756756756757
blast/109547.jpg,0.13513513513513514
tungro/106913.jpg,0.5405405405405406
downy_mildew/101237.jpg,0.13513513513513514
hispa/106923.jpg,0.5405405405405406
downy_mildew/105953.jpg,0.13513513513513514
blast/108555.jpg,0.6756756756756757
hispa/102183.jpg,0.5405405405405406
hispa/107223.jpg,0.32432432432432434
hispa/106239.jpg,0.5405405405405406
hispa/107916.jpg,0.5405405405405406
normal/109386.jpg,0.40540540540540543
blast/106341.jpg,0.6756756756756757
blast/109541.jpg,0.6756756756756757
downy_mildew/107794.jpg,0.6756756756756757
blast/107545.jpg,0.0
blast/104156.jpg,0.6756756756756757
bacterial_panicle_blight/108172.jpg,0.6756756756756757
brown_spot/107199.jpg,0.8108108108108109
hispa/102740.jpg,0.6756756756756757
hispa/109090.jpg,0.40540540540540543
bacterial_leaf_streak/104724.jpg,0.6756756756756757
bacterial_panicle_blight/102046.jpg,0.9459459459459459
brown_spot/108301.jpg,0.2702702702702703
normal/107877.jpg,0.40540540540540543
normal/103353.jpg,0.6756756756756757
downy_mildew/108392.jpg,0.13513513513513514
dead_heart/100715.jpg,0.5405405405405406
brown_spot/101896.jpg,0.2702702702702703
hispa/106427.jpg,0.6756756756756757
normal/102279.jpg,0.2702702702702703
dead_heart/100847.jpg,0.9459459459459459
bacterial_leaf_streak/108304.jpg,0.6756756756756757
normal/110286.jpg,0.40540540540540543
blast/102808.jpg,0.6756756756756757
downy_mildew/108426.jpg,0.6216216216216216
tungro/107217.jpg,0.40540540540540543
brown_spot/103446.jpg,0.2702702702702703
hispa/108127.jpg,0.2702702702702703
hispa/104996.jpg,0.6756756756756757
blast/103945.jpg,0.8108108108108109
blast/105186.jpg,0.0
downy_mildew/104098.jpg,0.0
dead_heart/103183.jpg,0.6756756756756757
downy_mildew/101458.jpg,0.2702702702702703
blast/103272.jpg,0.13513513513513514
normal/109358.jpg,0.40540540540540543
bacterial_leaf_streak/103060.jpg,0.13513513513513514
bacterial_leaf_blight/104732.jpg,0.5405405405405406
hispa/100813.jpg,0.0
hispa/105438.jpg,0.13513513513513514
dead_heart/101864.jpg,0.9459459459459459
bacterial_leaf_streak/110363.jpg,0.6756756756756757
brown_spot/102961.jpg,0.6756756756756757
hispa/104064.jpg,0.40540540540540543
dead_heart/105820.jpg,0.8108108108108109
bacterial_leaf_streak/109268.jpg,0.6756756756756757
blast/109085.jpg,0.8108108108108109
dead_heart/102012.jpg,0.9459459459459459
normal/101919.jpg,0.40540540540540543
bacterial_panicle_blight/104460.jpg,0.6756756756756757
brown_spot/108096.jpg,0.0
blast/107248.jpg,0.6216216216216216
normal/109317.jpg,0.32432432432432434
blast/109429.jpg,0.8108108108108109
hispa/104153.jpg,0.5405405405405406
tungro/101275.jpg,0.6756756756756757
tungro/106715.jpg,0.0
brown_spot/109299.jpg,0.2702702702702703
hispa/103825.jpg,0.13513513513513514
hispa/107743.jpg,0.6756756756756757
dead_heart/101487.jpg,0.6756756756756757
blast/100050.jpg,0.05405405405405406
brown_spot/107288.jpg,0.6756756756756757
bacterial_leaf_blight/109870.jpg,0.7297297297297297
tungro/104146.jpg,0.6756756756756757
normal/107652.jpg,0.6756756756756757
hispa/108157.jpg,0.5405405405405406
blast/102052.jpg,0.8108108108108109
tungro/109872.jpg,0.40540540540540543
blast/103964.jpg,0.8108108108108109
