image_id,label,variety,age
108154.jpg,brown_spot,KarnatakaPonni,50
104564.jpg,brown_spot,ADT45,70
108350.jpg,brown_spot,KarnatakaPonni,75
107359.jpg,brown_spot,ADT45,55
109817.jpg,brown_spot,ADT45,55
105402.jpg,brown_spot,ADT45,66
101145.jpg,brown_spot,ADT45,70
106343.jpg,brown_spot,ADT45,72
104499.jpg,brown_spot,ADT45,67
104623.jpg,brown_spot,ADT45,72
100035.jpg,brown_spot,ADT45,55
110002.jpg,brown_spot,ADT45,55
105248.jpg,brown_spot,ADT45,70
108120.jpg,brown_spot,ADT45,55
104149.jpg,brown_spot,ADT45,70
102240.jpg,brown_spot,ADT45,72
103116.jpg,brown_spot,ADT45,70
104066.jpg,brown_spot,ADT45,55
101745.jpg,brown_spot,ADT45,70
108604.jpg,brown_spot,ADT45,72
107361.jpg,brown_spot,ADT45,50
103296.jpg,brown_spot,ADT45,68
103891.jpg,brown_spot,KarnatakaPonni,75
101700.jpg,brown_spot,ADT45,55
106595.jpg,brown_spot,ADT45,70
104003.jpg,brown_spot,KarnatakaPonni,75
106582.jpg,brown_spot,ADT45,55
105253.jpg,brown_spot,ADT45,72
103930.jpg,brown_spot,ADT45,55
101607.jpg,brown_spot,ADT45,67
103781.jpg,brown_spot,ADT45,72
104084.jpg,brown_spot,KarnatakaPonni,50
110068.jpg,brown_spot,ADT45,55
106606.jpg,brown_spot,ADT45,45
109461.jpg,brown_spot,ADT45,50
108847.jpg,brown_spot,ADT45,65
104839.jpg,brown_spot,ADT45,70
104238.jpg,brown_spot,ADT45,55
109113.jpg,brown_spot,ADT45,55
103762.jpg,brown_spot,ADT45,65
100652.jpg,brown_spot,ADT45,55
108409.jpg,brown_spot,ADT45,72
104796.jpg,brown_spot,KarnatakaPonni,50
101051.jpg,brown_spot,ADT45,68
103146.jpg,brown_spot,ADT45,70
109616.jpg,brown_spot,ADT45,70
109809.jpg,brown_spot,ADT45,70
101353.jpg,brown_spot,ADT45,55
103635.jpg,brown_spot,ADT45,70
101484.jpg,brown_spot,ADT45,70
108647.jpg,brown_spot,ADT45,45
107595.jpg,brown_spot,ADT45,55
104774.jpg,brown_spot,ADT45,70
106570.jpg,brown_spot,ADT45,72
109567.jpg,brown_spot,ADT45,70
105812.jpg,brown_spot,ADT45,65
110085.jpg,brown_spot,KarnatakaPonni,75
106457.jpg,brown_spot,ADT45,72
106655.jpg,brown_spot,ADT45,70
104353.jpg,brown_spot,ADT45,45
100937.jpg,brown_spot,ADT45,45
102938.jpg,brown_spot,ADT45,70
108279.jpg,brown_spot,ADT45,70
104821.jpg,brown_spot,ADT45,72
108557.jpg,brown_spot,ADT45,55
108536.jpg,brown_spot,ADT45,65
108546.jpg,brown_spot,ADT45,70
104560.jpg,brown_spot,ADT45,70
104398.jpg,brown_spot,ADT45,70
109727.jpg,brown_spot,ADT45,50
109254.jpg,brown_spot,ADT45,70
110346.jpg,brown_spot,ADT45,68
106197.jpg,brown_spot,ADT45,45
105758.jpg,brown_spot,KarnatakaPonni,75
102936.jpg,brown_spot,ADT45,70
100565.jpg,brown_spot,ADT45,70
105169.jpg,brown_spot,ADT45,72
100096.jpg,brown_spot,ADT45,55
109036.jpg,brown_spot,ADT45,55
103031.jpg,brown_spot,ADT45,55
106549.jpg,brown_spot,ADT45,72
103796.jpg,brown_spot,ADT45,55
