image_id,label,variety,age
106242.jpg,tungro,ADT45,72
102612.jpg,tungro,ADT45,70
109590.jpg,tungro,AtchayaPonni,50
106558.jpg,tungro,ADT45,60
108389.jpg,tungro,ADT45,72
106967.jpg,tungro,ADT45,60
100743.jpg,tungro,ADT45,65
108149.jpg,tungro,ADT45,67
102050.jpg,tungro,AtchayaPonni,57
102509.jpg,tungro,ADT45,70
106695.jpg,tungro,ADT45,70
106277.jpg,tungro,ADT45,45
109452.jpg,tungro,ADT45,70
101270.jpg,tungro,ADT45,60
102416.jpg,tungro,ADT45,65
105797.jpg,tungro,ADT45,60
103014.jpg,tungro,ADT45,70
102269.jpg,tungro,ADT45,70
104551.jpg,tungro,AtchayaPonni,57
109731.jpg,tungro,ADT45,60
110049.jpg,tungro,ADT45,60
109853.jpg,tungro,ADT45,72
109128.jpg,tungro,ADT45,65
102214.jpg,tungro,ADT45,70
104895.jpg,tungro,Onthanel,70
103537.jpg,tungro,ADT45,70
109294.jpg,tungro,ADT45,72
109147.jpg,tungro,ADT45,70
100687.jpg,tungro,ADT45,70
100011.jpg,tungro,ADT45,70
105702.jpg,tungro,ADT45,70
107032.jpg,tungro,ADT45,65
102747.jpg,tungro,ADT45,60
110328.jpg,tungro,ADT45,72
109629.jpg,tungro,ADT45,60
107082.jpg,tungro,ADT45,65
103124.jpg,tungro,ADT45,60
106091.jpg,tungro,ADT45,70
108141.jpg,tungro,ADT45,60
103766.jpg,tungro,ADT45,67
100331.jpg,tungro,ADT45,72
100247.jpg,tungro,ADT45,65
100333.jpg,tungro,ADT45,57
106611.jpg,tungro,ADT45,70
105738.jpg,tungro,ADT45,70
109454.jpg,tungro,ADT45,70
100129.jpg,tungro,ADT45,45
102668.jpg,tungro,ADT45,70
109787.jpg,tungro,ADT45,70
108928.jpg,tungro,ADT45,50
100471.jpg,tungro,ADT45,70
103300.jpg,tungro,ADT45,60
106839.jpg,tungro,ADT45,70
103628.jpg,tungro,ADT45,65
104641.jpg,tungro,Ponni,45
106884.jpg,tungro,ADT45,72
100849.jpg,tungro,ADT45,70
101899.jpg,tungro,ADT45,60
107239.jpg,tungro,ADT45,60
104345.jpg,tungro,ADT45,72
101784.jpg,tungro,ADT45,60
105785.jpg,tungro,ADT45,70
109011.jpg,tungro,ADT45,70
107465.jpg,tungro,ADT45,60
106178.jpg,tungro,ADT45,60
100699.jpg,tungro,ADT45,70
108551.jpg,tungro,ADT45,67
100772.jpg,tungro,ADT45,60
106247.jpg,tungro,ADT45,60
106980.jpg,tungro,ADT45,70
108971.jpg,tungro,ADT45,60
106750.jpg,tungro,Zonal,55
107148.jpg,tungro,ADT45,70
102991.jpg,tungro,ADT45,60
103602.jpg,tungro,Onthanel,70
106707.jpg,tungro,ADT45,70
108649.jpg,tungro,ADT45,60
104224.jpg,tungro,ADT45,60
108887.jpg,tungro,ADT45,60
110336.jpg,tungro,ADT45,72
102901.jpg,tungro,ADT45,72
107073.jpg,tungro,ADT45,72
109187.jpg,tungro,ADT45,67
100013.jpg,tungro,ADT45,72
102638.jpg,tungro,ADT45,60
100911.jpg,tungro,ADT45,45
103534.jpg,tungro,AtchayaPonni,57
107111.jpg,tungro,ADT45,67
110263.jpg,tungro,ADT45,60
102294.jpg,tungro,ADT45,60
103202.jpg,tungro,ADT45,70
104146.jpg,tungro,ADT45,70
110303.jpg,tungro,ADT45,45
105992.jpg,tungro,ADT45,70
101359.jpg,tungro,ADT45,70
106196.jpg,tungro,ADT45,60
109385.jpg,tungro,ADT45,70
103905.jpg,tungro,Ponni,45
100179.jpg,tungro,ADT45,70
110384.jpg,tungro,ADT45,72
104763.jpg,tungro,ADT45,60
103950.jpg,tungro,ADT45,60
102720.jpg,tungro,ADT45,57
106461.jpg,tungro,Ponni,45
108786.jpg,tungro,ADT45,70
100091.jpg,tungro,ADT45,70
102539.jpg,tungro,ADT45,60
100337.jpg,tungro,ADT45,67
103972.jpg,tungro,ADT45,60
107502.jpg,tungro,ADT45,60
101813.jpg,tungro,ADT45,60
101558.jpg,tungro,ADT45,60
