image_id,label,variety,age
102487.jpg,downy_mildew,ADT45,70
102823.jpg,downy_mildew,ADT45,70
103542.jpg,downy_mildew,ADT45,70
106081.jpg,downy_mildew,ADT45,60
108100.jpg,downy_mildew,AtchayaPonni,45
105495.jpg,downy_mildew,ADT45,60
109639.jpg,downy_mildew,KarnatakaPonni,50
102675.jpg,downy_mildew,AtchayaPonni,45
106015.jpg,downy_mildew,AtchayaPonni,45
110206.jpg,downy_mildew,KarnatakaPonni,50
107990.jpg,downy_mildew,AtchayaPonni,45
100788.jpg,downy_mildew,KarnatakaPonni,70
102075.jpg,downy_mildew,KarnatakaPonni,70
108588.jpg,downy_mildew,KarnatakaPonni,70
104812.jpg,downy_mildew,ADT45,70
101103.jpg,downy_mildew,ADT45,60
101228.jpg,downy_mildew,KarnatakaPonni,50
108090.jpg,downy_mildew,ADT45,70
102327.jpg,downy_mildew,ADT45,60
101548.jpg,downy_mildew,ADT45,70
109959.jpg,downy_mildew,KarnatakaPonni,70
109917.jpg,downy_mildew,Zonal,55
106926.jpg,downy_mildew,ADT45,70
102779.jpg,downy_mildew,KarnatakaPonni,50
107342.jpg,downy_mildew,Zonal,55
103842.jpg,downy_mildew,ADT45,60
103520.jpg,downy_mildew,KarnatakaPonni,50
104397.jpg,downy_mildew,ADT45,60
100735.jpg,downy_mildew,Zonal,55
100226.jpg,downy_mildew,ADT45,70
102851.jpg,downy_mildew,ADT45,70
110037.jpg,downy_mildew,KarnatakaPonni,50
101258.jpg,downy_mildew,ADT45,60
107203.jpg,downy_mildew,ADT45,70
102625.jpg,downy_mildew,AtchayaPonni,45
104756.jpg,downy_mildew,KarnatakaPonni,50
108898.jpg,downy_mildew,ADT45,66
110089.jpg,downy_mildew,ADT45,70
103130.jpg,downy_mildew,ADT45,60
101022.jpg,downy_mildew,AtchayaPonni,45
101704.jpg,downy_mildew,ADT45,70
100927.jpg,downy_mildew,KarnatakaPonni,50
101621.jpg,downy_mildew,KarnatakaPonni,50
108873.jpg,downy_mildew,ADT45,60
108135.jpg,downy_mildew,ADT45,60
101914.jpg,downy_mildew,ADT45,70
106523.jpg,downy_mildew,KarnatakaPonni,50
107783.jpg,downy_mildew,KarnatakaPonni,70
104260.jpg,downy_mildew,Ponni,68
104163.jpg,downy_mildew,ADT45,60
106281.jpg,downy_mildew,ADT45,68
101492.jpg,downy_mildew,ADT45,70
106963.jpg,downy_mildew,Zonal,55
107571.jpg,downy_mildew,KarnatakaPonni,50
101858.jpg,downy_mildew,KarnatakaPonni,70
106180.jpg,downy_mildew,ADT45,70
105565.jpg,downy_mildew,Onthanel,70
109014.jpg,downy_mildew,Onthanel,70
100857.jpg,downy_mildew,Surya,45
102092.jpg,downy_mildew,ADT45,60
109956.jpg,downy_mildew,ADT45,70
107276.jpg,downy_mildew,ADT45,70
108323.jpg,downy_mildew,ADT45,55
103804.jpg,downy_mildew,ADT45,70
104921.jpg,downy_mildew,ADT45,70
105919.jpg,downy_mildew,ADT45,70
107422.jpg,downy_mildew,ADT45,60
105733.jpg,downy_mildew,ADT45,60
108650.jpg,downy_mildew,KarnatakaPonni,50
103557.jpg,downy_mildew,ADT45,68
103021.jpg,downy_mildew,ADT45,70
